"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.3","","","","1"
"2000-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.2","","","","1"
"2000-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.6","","","","1"
"2000-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","19.1","","","","1"
"2000-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.6","","","","1"
"2000-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.7","","","","1"
"2000-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.4","","","","1"
"2000-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.5","","","","1"
"2000-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.0","","","","1"
"2000-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.7","","","","1"
"2000-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.6","","","","1"
"2000-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.8","","","","1"
"2000-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.5","","","","1"
"2001-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.3","","","","1"
"2001-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.2","","","","1"
"2001-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.1","","","","1"
"2001-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","19.8","","","","1"
"2001-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.9","","","","1"
"2001-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.0","","","","1"
"2001-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.0","","","","1"
"2001-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.2","","","","1"
"2001-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.4","","","","1"
"2001-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.9","","","","1"
"2001-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.5","","","","1"
"2001-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.8","","","","1"
"2002-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.8","","","","1"
"2002-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.9","","","","1"
"2002-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.5","","","","1"
"2002-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.5","","","","1"
"2002-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.9","","","","1"
"2002-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.3","","","","1"
"2002-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2002-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.8","","","","1"
"2002-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.1","","","","1"
"2002-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.9","","","","1"
"2002-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.7","","","","1"
"2002-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.6","","","","1"
"2003-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","20.0","","","","1"
"2003-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.7","","","","1"
"2003-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.4","","","","1"
"2003-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","19.1","","","","1"
"2003-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.3","","","","1"
"2003-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2003-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.2","","","","1"
"2003-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.3","","","","1"
"2003-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2003-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.8","","","","1"
"2003-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.6","","","","1"
"2003-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.6","","","","1"
"2004-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.4","","","","1"
"2004-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.4","","","","1"
"2004-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.5","","","","1"
"2004-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.6","","","","1"
"2004-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.5","","","","1"
"2004-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.2","","","","1"
"2004-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.4","","","","1"
"2004-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2004-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.5","","","","1"
"2004-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2004-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.7","","","","1"
"2004-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.8","","","","1"
"2005-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.4","","","","1"
"2005-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.2","","","","1"
"2005-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.8","","","","1"
"2005-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.7","","","","1"
"2005-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.6","","","","1"
"2005-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.5","","","","1"
"2005-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.1","","","","1"
"2005-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.0","","","","1"
"2005-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.2","","","","1"
"2005-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2005-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.7","","","","1"
"2005-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.8","","","","1"
"2006-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.7","","","","1"
"2006-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.6","","","","1"
"2006-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.3","","","","1"
"2006-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.7","","","","1"
"2006-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.8","","","","1"
"2006-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.0","","","","1"
"2006-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.0","","","","1"
"2006-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.9","","","","1"
"2006-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.7","","","","1"
"2006-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.8","","","","1"
"2006-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.2","","","","1"
"2006-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2007-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.0","","","","1"
"2007-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.7","","","","1"
"2007-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.0","","","","1"
"2007-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.4","","","","1"
"2007-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2007-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.6","","","","1"
"2007-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.0","","","","1"
"2007-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.9","","","","1"
"2007-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.5","","","","1"
"2007-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.2","","","","1"
"2007-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.8","","","","1"
"2007-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.4","","","","1"
"2008-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.3","","","","1"
"2008-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.7","","","","1"
"2008-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.4","","","","1"
"2008-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.2","","","","1"
"2008-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.4","","","","1"
"2008-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.5","","","","1"
"2008-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.4","","","","1"
"2008-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.0","","","","1"
"2008-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.9","","","","1"
"2008-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.5","","","","1"
"2008-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.8","","","","1"
"2008-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.5","","","","1"
"2009-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.2","","","","1"
"2009-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.4","","","","1"
"2009-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.8","","","","1"
"2009-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.7","","","","1"
"2009-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.2","","","","1"
"2009-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.1","","","","1"
"2009-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.5","","","","1"
"2009-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.4","","","","1"
"2009-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.9","","","","1"
"2009-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.3","","","","1"
"2009-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.6","","","","1"
"2009-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","15.6","","","","1"
"2010-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","17.9","","","","1"
"2010-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","16.9","","","","1"
"2010-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.4","","","","1"
"2010-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","18.4","","","","1"
"2010-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.5","","","","1"
"2010-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.7","","","","1"
"2010-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.3","","","","1"
"2010-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2010-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.3","","","","1"
"2010-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.9","","","","1"
"2010-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2010-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.5","","","","1"
"2011-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.2","","","","1"
"2011-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.8","","","","1"
"2011-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.6","","","","1"
"2011-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.6","","","","1"
"2011-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.1","","","","1"
"2011-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.9","","","","1"
"2011-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.0","","","","1"
"2011-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.9","","","","1"
"2011-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.1","","","","1"
"2011-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.3","","","","1"
"2011-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.6","","","","1"
"2011-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.0","","","","1"
"2012-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.9","","","","1"
"2012-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.8","","","","1"
"2012-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.0","","","","1"
"2012-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.5","","","","1"
"2012-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.1","","","","1"
"2012-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.1","","","","1"
"2012-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.4","","","","1"
"2012-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.6","","","","1"
"2012-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.7","","","","1"
"2012-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.5","","","","1"
"2012-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.2","","","","1"
"2012-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.2","","","","1"
"2013-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.5","","","","1"
"2013-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.9","","","","1"
"2013-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.8","","","","1"
"2013-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.7","","","","1"
"2013-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.7","","","","1"
"2013-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.0","","","","1"
"2013-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.7","","","","1"
"2013-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.8","","","","1"
"2013-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","8.7","","","","1"
"2013-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.0","","","","1"
"2013-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.2","","","","1"
"2013-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","11.2","","","","1"
"2014-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","14.6","","","","1"
"2014-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.0","","","","1"
"2014-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.8","","","","1"
"2014-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","13.6","","","","1"
"2014-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.6","","","","1"
"2014-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.4","","","","1"
"2014-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.7","","","","1"
"2014-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","12.3","","","","1"
"2014-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v2091807","2.8.1.1","10.4","","","","1"
